Ticker,Actural,Estimated,Released
NDAQ,0.88,1.02,2017-07-26T16:00:00
NEE,1.69,1.86,2017-07-26T16:00:00
NEM,0.33,0.46,2017-07-25T16:00:00
NEU,5.29,5.29,2017-08-02T16:00:00
NFG,1.05,1.04,2017-05-04T16:00:00
NFLX,0.15,0.147,2017-07-17T16:00:00
NFX,0.49,0.43,2017-08-01T16:00:00
NI,-0.14,0.1,2017-08-02T16:00:00
NKE,0.51,0.5,2016-12-20T16:00:00
NKTR,-0.39,-0.3854,2017-08-08T16:00:00
NLSN,0.37,0.4112,2017-07-27T16:00:00
NLY,-0.01,0.3,2017-08-02T16:00:00
NNN,0.33,0.3615,2017-08-01T16:00:00
NOC,3.18,3.1453,2017-07-26T16:00:00
NOV,-0.2,-0.14,2017-07-27T16:00:00
NOW,-0.33,-0.2655,2017-07-26T16:00:00
NRG,-1.98,0.3259,2017-08-03T16:00:00
NRZ,1.05,1.03,2017-07-31T16:00:00
NSC,1.72,1.6822,2017-07-26T16:00:00
NTAP,0.39,0.38,2016-11-16T16:00:00
NTNX,-0.54,-0.28,2017-03-02T16:00:00
NTRS,1.12,1.2262,2017-07-19T16:00:00
NUAN,-0.12,0.0983,2017-05-09T16:00:00
NUE,1,1.0057,2017-07-20T16:00:00
NUS,0.79,0.7666,2017-08-02T16:00:00
NVR,39.46,35.1921,2017-07-21T16:00:00
NWL,0.46,0.87,2017-08-04T16:00:00
NWS,-0.5,0.19,2017-02-09T16:00:00
NWSA,-0.5,0.19,2017-02-09T16:00:00
NXPI,0.15,0.2419,2017-08-02T16:00:00
NYCB,0.22,0.22,2017-07-26T16:00:00
O,0.3,0.3003,2017-07-26T16:00:00
OC,0.86,1.2,2017-07-26T16:00:00
ODFL,1.2,1.194,2017-07-27T16:00:00
OFC,0.08,0.1125,2017-07-27T16:00:00
OGE,0.52,0.5243,2017-08-03T16:00:00
OHI,0.33,0.506,2017-07-26T16:00:00
OI,0.86,0.75,2017-07-31T16:00:00
OKE,0.34,0.332,2017-08-01T16:00:00
OLED,0.99,0.998,2017-08-03T16:00:00
OLN,-0.04,0.022,2017-07-31T16:00:00
OMC,1.41,1.4021,2017-07-20T16:00:00
OMF,0.31,0.81,2017-08-02T16:00:00
ON,0.22,0.2995,2017-08-06T16:00:00
ORCL,0.5,0.5039,2016-12-15T16:00:00
ORI,0.39,0.34,2017-07-27T16:00:00
ORLY,3.14,3.0377,2017-07-26T16:00:00
OSK,0.59,0.76,2017-04-26T16:00:00
OUT,0.27,0.2803,2017-08-03T16:00:00
OXY,0.66,0.15,2017-08-02T16:00:00
OZK,0.73,0.7254,2017-07-12T16:00:00
PACW,0.77,0.7805,2017-07-18T16:00:00
PAG,1.23,1.23,2017-07-27T16:00:00
PAH,-0.21,0.2,2017-08-09T16:00:00
PANW,-0.67,-0.6416,2017-02-28T16:00:00
PAYC,0.34,0.2418,2017-08-01T16:00:00
PAYX,0.56,0.56,2016-12-21T16:00:00
PB,0.99,1.022,2017-07-26T16:00:00
PBCT,0.2,0.244,2017-07-20T16:00:00
PBF,-1.01,-0.06,2017-08-03T16:00:00
PCAR,1.06,1.0576,2017-07-25T16:00:00
PCG,0.79,0.86,2017-07-27T16:00:00
PE,0.17,0.05,2017-08-02T16:00:00
PEG,0.22,0.62,2017-07-28T16:00:00
PEGA,0.05,0.1375,2017-08-09T16:00:00
PEN,-0.05,-0.0469,2017-08-08T16:00:00
PEP,1.47,1.5,2017-07-11T16:00:00
PFE,0.52,0.67,2017-08-01T16:00:00
PFG,1.07,1.31,2017-07-27T16:00:00
PFPT UQ Equity,-0.54,-0.59,2017-07-27T16:00:00
PG,3.01,1.08,2017-01-20T16:00:00
PGR,0.63,0.593,2017-07-18T16:00:00
PGRE,0.44,-0.1318,2017-08-03T16:00:00
PH,1.81,1.91,2017-02-02T16:00:00
PHM,0.32,0.47,2017-07-25T16:00:00
PII,0.99,1.16,2017-07-20T16:00:00
PINC,8.0954,1.4608,2017-02-06T16:00:00
PK,0.52,0.52,2017-08-02T16:00:00
PKG,1.52,1.52,2017-07-26T16:00:00
PKI,1.86,0.67,2017-08-03T16:00:00
PLD,0.5,0.5,2017-07-18T16:00:00
PM,1.14,1.14,2017-07-20T16:00:00
PNC,2.12,2.1,2017-07-14T16:00:00
PNFP,0.81,0.8393,2017-07-18T16:00:00
PNR,1.45,1,2017-07-25T16:00:00
PNW,1.5,1.4904,2017-08-03T16:00:00
PODD,-0.13,-0.134,2017-08-03T16:00:00
POOL,2.3,2.2078,2017-07-20T16:00:00
POST,-0.08,0.55,2017-05-08T16:00:00
PPC,0.94,0.93,2017-08-02T16:00:00
PPG,1.93,1.83,2017-07-20T16:00:00
PPL,0.43,0.52,2017-08-03T16:00:00
PRAH,0.47,0.79,2017-08-07T16:00:00
PRGO,-0.49,1.22,2017-08-10T16:00:00
PRU,1.13,2.09,2017-08-02T16:00:00
PSA,1.59,1.59,2017-07-26T16:00:00
PSX,1.06,1.09,2017-08-01T16:00:00
PTC,-0.01,0.0126,2017-04-19T16:00:00
PTEN,-0.46,-0.1992,2017-07-27T16:00:00
PWR,0.41,0.4319,2017-08-03T16:00:00
PXD,1.36,0.21,2017-08-01T16:00:00
PYPL,0.34,0.3383,2017-07-26T16:00:00
QCOM,0.51,1.2984,2017-04-19T16:00:00
QEP,0.19,-0.12,2017-07-26T16:00:00
QGEN,0.06,0.25,2017-07-27T16:00:00
QRTEA,0.388,0.4132,2017-08-08T16:00:00
QRVO,0.09,0.1231,2016-11-03T16:00:00
R,0.96,1,2017-07-26T16:00:00
RBC,1.19,1.29,2017-08-07T16:00:00
RCL,1.72,1.71,2017-08-01T16:00:00
RE,5.98,5.51,2017-07-24T16:00:00
REG,0.28,0.331,2017-08-03T16:00:00
REGN,3.66,3.5071,2017-08-03T16:00:00
RES,0.2,0.1903,2017-07-26T16:00:00
RF,0.25,0.25,2017-07-21T16:00:00
RGA,3.6,2.95,2017-07-27T16:00:00
RGLD,0.43,0.36,2017-02-01T16:00:00
RHI,0.64,0.642,2017-07-25T16:00:00
RHT,0.33,0.3277,2016-09-21T16:00:00
RIG,-4.32,-0.0997,2017-08-02T16:00:00
RJF,0.78,1.28,2017-04-26T16:00:00
RL,0.55,1.9,2016-11-10T16:00:00
RLGY,0.79,0.766,2017-08-03T16:00:00
RMD,0.54,0.73,2017-01-23T16:00:00
RNG,-0.03,-0.0961,2017-08-02T16:00:00
RNR,4.25,2.79,2017-07-25T16:00:00
ROK,1.47,1.55,2017-04-26T16:00:00
ROL,0.25,0.246,2017-07-26T16:00:00
ROP,1.76,2.24,2017-07-31T16:00:00
RP,0.08,0.1123,2017-08-02T16:00:00
RPAI,0.48,-0.018,2017-08-01T16:00:00
RPM,-0.54,0.52,2017-01-05T16:00:00
RRC,0.28,0.0109,2017-08-01T16:00:00
RS,1.41,1.4,2017-07-27T16:00:00
RSG,0.6,0.61,2017-07-27T16:00:00
RTN,1.9,1.8938,2017-07-27T16:00:00
RYN,0.2,0.2,2017-08-02T16:00:00
S,-0.04,-0.0775,2016-10-25T16:00:00
SABR,-0.02,0.2612,2017-08-01T16:00:00
SAGE UQ Equity,-1.88,-1.88,2017-08-03T16:00:00
SATS,0.07,0.0681,2017-08-09T16:00:00
SBAC,0.08,0.1413,2017-07-31T16:00:00
SBNY,0.26,2.21,2017-07-19T16:00:00
SBUX,0.45,0.45,2017-04-27T16:00:00
SC,0.74,0.7356,2017-07-28T16:00:00
SCCO,0.39,0.3877,2017-07-27T16:00:00
SCG,0.85,0.8467,2017-08-03T16:00:00
SCHW,0.4,0.3886,2017-07-18T16:00:00
SCI,0.37,0.35,2017-07-26T16:00:00
SEE,0.53,0.35,2017-08-08T16:00:00
SEIC,0.58,0.5673,2017-07-26T16:00:00
SERV,0.64,0.69,2017-07-31T16:00:00
SFM,0.3,0.2951,2017-08-03T16:00:00
SGEN,-0.39,-0.39,2017-07-27T16:00:00
SHW,3.44,4.52,2017-07-20T16:00:00
SIRI,0.04,0.0427,2017-07-27T16:00:00
SITC,0.12,0.1361,2017-07-26T16:00:00
SIVB,2.34,2.1843,2017-07-27T16:00:00
SIX,0.6,0.5857,2017-07-26T16:00:00
SJM,1.52,2.05,2016-11-17T16:00:00
SKX,0.38,0.3812,2017-07-20T16:00:00
SLB,-0.05,0.35,2017-07-21T16:00:00
SLG,0.08,0.1202,2017-07-19T16:00:00
SLGN,0.25,0.35,2017-07-26T16:00:00
SLM,0.15,0.16,2017-07-19T16:00:00
SM,-1.08,-0.32,2017-08-03T16:00:00
SMG,2.76,2.78,2017-05-02T16:00:00
SNA,2.65,2.5966,2017-07-20T16:00:00
SNDR,0.27,0.23,2017-08-01T16:00:00
SNH,0.07,0.1338,2017-08-03T16:00:00
SNV,0.6,0.597,2017-07-18T16:00:00
SO,-1.38,0.73,2017-08-02T16:00:00
SON,0.43,0.71,2017-07-20T16:00:00
SPG,1.23,1.6228,2017-08-01T16:00:00
SPGI,1.63,1.72,2017-07-27T16:00:00
SPR,-0.48,1.57,2017-08-02T16:00:00
SQ,-0.04,-0.0424,2017-08-02T16:00:00
SRC,0.05,0.0716,2017-08-03T16:00:00
SRCL,-1.74,1.15,2017-08-03T16:00:00
SRE,1.03,1.1,2017-08-04T16:00:00
SRPT,-1.15,-0.3695,2017-07-19T16:00:00
SSNC,0.25,0.2577,2017-07-27T16:00:00
ST,0.46,0.81,2017-07-25T16:00:00
STAY,0.2571,0.31,2017-08-01T16:00:00
STE,0.47,0.89,2016-11-02T16:00:00
STI,1.05,1.03,2017-07-21T16:00:00
STL,0.31,0.33,2017-07-25T16:00:00
STLD,0.64,0.63,2017-07-19T16:00:00
STOR,0.3536,0.2046,2017-08-03T16:00:00
STT,1.56,1.67,2017-07-26T16:00:00
STWD,0.45,0.52,2017-08-09T16:00:00
STZ,1.7872,1.77,2016-10-05T16:00:00
SUI,0.16,0.1684,2017-07-26T16:00:00
SWK,1.86,2.01,2017-07-24T16:00:00
SWKS,1.22,1.2097,2017-04-27T16:00:00
SYF,0.62,0.61,2017-07-21T16:00:00
SYK,1.04,1.53,2017-07-27T16:00:00
SYMC,-0.23,0.0009,2016-11-03T16:00:00
SYY,0.5,0.58,2017-02-06T16:00:00
T,0.63,0.79,2017-07-25T16:00:00
TAP,1.53,2.1868,2017-08-02T16:00:00
TCBI,0.98,0.9687,2017-07-19T16:00:00
TCF,0.33,0.3292,2017-07-24T16:00:00
TCO,0.22,0.2278,2017-07-27T16:00:00
TDC,-0.03,0.0195,2017-07-27T16:00:00
TDG,2.78,2.9921,2017-05-09T16:00:00
TDS,0.09,0.1125,2017-08-04T16:00:00
TDY,1.71,1.74,2017-08-03T16:00:00
TEAM,-0.01,-0.0008,2017-01-19T16:00:00
TECH,0.2,0.7,2017-02-07T16:00:00
TER,0.88,0.9,2017-07-26T16:00:00
TEX,1.05,0.51,2017-08-01T16:00:00
TFSL,0.08,0.08,2017-04-28T16:00:00
TFX,1.73,2.04,2017-08-03T16:00:00
THG,1.85,1.69,2017-08-02T16:00:00
THO,1.23,1.2283,2017-03-06T16:00:00
THS,-0.6,0.51,2017-08-03T16:00:00
TKR,1.06,0.68,2017-07-26T16:00:00
TMK,1.2,1.19,2017-07-26T16:00:00
TMO,1.57,2.3,2017-07-26T16:00:00
TMUS,0.68,0.6506,2017-07-19T16:00:00
TPR,0.71,0.75,2017-01-31T16:00:00
TPX,0.45,0.45,2017-07-27T16:00:00
TRCO,-0.35,0.36,2017-08-09T16:00:00
TRGP,0.14,0.2302,2017-08-03T16:00:00
TRIP,0.19,0.1915,2017-08-08T16:00:00
TRMB,0.19,0.2122,2017-08-02T16:00:00
TRN,0.34,0.33,2017-07-25T16:00:00
TROW,1.52,1.3371,2017-07-25T16:00:00
TRU,0.36,0.3602,2017-07-25T16:00:00
TRV,2.13,1.92,2017-07-20T16:00:00
TSCO,1.25,1.248,2017-07-26T16:00:00
TSLA,-2.04,-2.0362,2017-08-02T16:00:00
TSN,0.92,1.01,2017-05-08T16:00:00
TSRO,-2.82,-2.7326,2017-08-08T16:00:00
TSS,0.62,0.635,2017-07-25T16:00:00
TTC,1.11,1.084,2017-05-25T16:00:00
TTWO,0.42,0.3227,2016-11-02T16:00:00
TWLO,-0.08,-0.2006,2017-08-07T16:00:00
TWO,0.04,0.5379,2017-08-07T16:00:00
TWOU,-0.25,-0.2325,2017-08-07T16:00:00
TWTR,-0.16,-0.1108,2017-07-27T16:00:00
TXN,1.05,1.0929,2017-07-25T16:00:00
TXT,0.57,0.6,2017-07-19T16:00:00
TYL,0.86,0.8086,2017-07-26T16:00:00
UAA,-0.03,-0.0279,2017-08-01T16:00:00
UAL,2.67,2.75,2017-07-18T16:00:00
UBNT,0.74,0.7122,2017-02-09T16:00:00
UDR,0.03,0.0582,2017-07-26T16:00:00
UFS,0.61,0.61,2017-07-28T16:00:00
UGI,1.27,1.31,2017-05-01T16:00:00
UHAL,9.01,9.01,2016-11-09T16:00:00
UHS,1.93,1.94,2017-07-25T16:00:00
ULTI,0.15,0.1633,2017-08-01T16:00:00
UMPQ,0.26,0.2665,2017-07-19T16:00:00
UNH,2.37,2.46,2017-07-18T16:00:00
UNIT,-0.11,-0.11,2017-08-03T16:00:00
UNM,1.08,1.05,2017-07-27T16:00:00
UNP,1.45,1.447,2017-07-20T16:00:00
UNVR,0.22,0.3094,2017-08-04T16:00:00
UPS,1.59,1.5799,2017-07-27T16:00:00
URI,1.67,2.37,2017-07-19T16:00:00
USB,0.85,0.85,2017-07-19T16:00:00
USFD,0.29,0.37,2017-08-09T16:00:00
USG,0.25,0.44,2017-07-26T16:00:00
USM,0.14,0.1622,2017-08-04T16:00:00
UTHR,-1.25,2.4237,2017-07-27T16:00:00
UTX,1.83,1.85,2017-07-25T16:00:00
V,0.2034,0.86,2017-04-20T16:00:00
VAR,0.6,0.89,2017-04-26T16:00:00
VC,1.43,1.38,2017-07-27T16:00:00
VER,0.0343,0.0249,2017-08-03T16:00:00
VFC,0.28,0.29,2017-07-24T16:00:00
VIA,0.3,0.79,2017-05-04T16:00:00
VIAB,0.3,0.79,2017-05-04T16:00:00
VIRT,0.01,0.13,2017-08-08T16:00:00
VLO,1.23,1.23,2017-07-27T16:00:00
VMC,0.91,0.9,2017-08-02T16:00:00
VMI,2.03,2.01,2017-07-19T16:00:00
VNO,0.61,0.61,2017-07-31T16:00:00
VOYA,0.9,0.67,2017-08-01T16:00:00
VRSK,0.73,0.82,2017-08-01T16:00:00
VRSN,1.22,0.9358,2017-07-27T16:00:00
VRTX,0.07,0.0806,2017-07-26T16:00:00
VSM,0.41,0.44,2017-05-02T16:00:00
VST,-0.06,0.0623,2017-08-04T16:00:00
VTR,0.43,0.4419,2017-07-28T16:00:00
VVC,0.45,0.453,2017-08-03T16:00:00
VVV,0.35,0.37,2017-04-25T16:00:00
VZ,1.07,0.96,2017-07-27T16:00:00
W,-0.45,-0.4483,2017-08-08T16:00:00
WAB,0.75,0.8023,2017-07-25T16:00:00
WAL,0.77,0.7613,2017-07-20T16:00:00
WAT,1.65,1.76,2017-07-25T16:00:00
WBA,0.98,1.36,2017-04-05T16:00:00
WBC,1.62,1.69,2017-07-20T16:00:00
WBS,0.65,0.6431,2017-07-21T16:00:00
WBT,0.22,0.22,2017-08-09T16:00:00
WCC,1.03,1.0143,2017-07-27T16:00:00
WCG,1.67,2.52,2017-08-04T16:00:00
WDC,0.82,2.3,2017-01-25T16:00:00
WEC,0.63,0.6273,2017-07-26T16:00:00
WELL,0.51,0.4754,2017-07-28T16:00:00
WEN,-0.01,0.15,2017-08-09T16:00:00
WEX,0.4,0.5562,2017-07-27T16:00:00
WFC,1.09,1.0479,2017-07-14T16:00:00
WFT,-0.17,-0.28,2017-07-28T16:00:00
WHR,2.55,3.35,2017-07-26T16:00:00
WLK,1.18,1.2103,2017-08-03T16:00:00
WLL,-0.72,-0.72,2017-07-26T16:00:00
WLTW,0.24,1.45,2017-08-03T16:00:00
WM,0.82,0.8219,2017-07-26T16:00:00
WMB,0.1,0.13,2017-08-02T16:00:00
WP,0.43,0.2955,2017-08-09T16:00:00
WPC,0.6,0.6362,2017-08-04T16:00:00
WPX,0.18,-0.14,2017-08-02T16:00:00
WRB,0.87,0.6784,2017-07-25T16:00:00
WRI,0.5,0.2468,2017-07-27T16:00:00
WRK,0.41,0.54,2017-04-26T16:00:00
WSO,2.07,2.0658,2017-07-25T16:00:00
WST,0.53,0.66,2017-07-27T16:00:00
WTFC,1.15,1.1106,2017-07-18T16:00:00
WTM,2.97,-4.6596,2017-08-04T16:00:00
WTR,0.34,0.3424,2017-08-02T16:00:00
WU,0.35,0.5,2017-08-03T16:00:00
WY,0.03,0.28,2017-07-28T16:00:00
WYND,0.82,1.53,2017-08-02T16:00:00
WYNN,0.73,1.18,2017-07-25T16:00:00
X,1.49,1.07,2017-07-25T16:00:00
XEC,1.02,1.06,2017-08-08T16:00:00
XEL,0.45,0.4464,2017-07-27T16:00:00
XLNX,0.65,0.61,2016-10-19T16:00:00
XOG,0.02,-0.0866,2017-08-09T16:00:00
XOM,0.78,0.7844,2017-07-28T16:00:00
XPO,0.43,0.6,2017-08-02T16:00:00
XRAY,-4.58,0.65,2017-08-09T16:00:00
XRX,0.64,0.87,2017-08-01T16:00:00
XYL,0.55,0.59,2017-08-01T16:00:00
Y,6.6,6.37,2017-08-03T16:00:00
YUM,0.59,0.68,2017-08-03T16:00:00
YUMC,0.32,0.27,2017-07-05T16:00:00
ZAYO,0.08,0.0976,2017-02-09T16:00:00
ZBH,0.91,2.08,2017-07-27T16:00:00
ZBRA,0.33,0.5647,2017-08-08T16:00:00
ZEN,-0.26,-0.2856,2017-08-03T16:00:00
ZG,-0.12,-0.1141,2017-08-08T16:00:00
ZION,0.76,0.73,2017-07-25T16:00:00
ZNGA,0.01,0.0041,2017-08-02T16:00:00
ZTS,0.5,0.53,2017-08-08T16:00:00
